;GmlId;objectid;cd_snisb;nm_barragem;nm_secundario;uso_principal;uf;municipio;risco;dano_potencial;nm_empreendedor;tp_empreendedor;org_fiscalizador;cd_bar_fiscalizador;regulada_pnsb;nm_autorizacao;pae;psb;rev_periodica;dt_ult_fiscalizacao;barragem_autuada;altura_fundacao_m;altura_terreno_m;capacidade_hm3;comp_coroamento_m;tp_material;uso_complementar;cd_curso_agua_barrado;nm_curso_agua;regiao_hidrografica;unidade_gestao;dt_ult_inspecao;tp_ult_inspecao;nv_perigo_global;possui_eclusa;fase_vida;latitude;longitude;completude_dados;barragem_outorgada;empreendedor_identificado;info_altura;maior_altura;faixa_altura;info_volume;fx_volume;info_altura_volume;classificada_cri;classificada_dpa;inspecao;fiscalização;mais_preocupa;n;sequencia;cd_ibge;nome_mun;corede;regiao_func;Shape
9045;Cadastro_SNISB_20230720.9046;9046;6193.0;*16440500083;;Irrigação;RS;SÃO GABRIEL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0546/08;Sim;0546/08;;Não;Não;;Não;7;0.0;0.206;0.0;Terra;;7968.0;Rio Vacacaí;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.19722;-54.03694;mínima;Sim;Sim;Sim;7.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;21402.0;4318309;São Gabriel;Fronteira Oeste;6;POINT (-54.03694000 -30.19722000)
9046;Cadastro_SNISB_20230720.9047;9047;6210.0;*18350500080;;Irrigação;RS;SANTA MARIA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0633/2008;Sim;0633/2008;;Não;Não;;Não;;0.0;0.212;0.0;Terra;;82662.0;Rio Ibicuí-mirim;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.63361;-53.95333;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21403.0;4316907;Santa Maria;Central;8;POINT (-53.95333000 -29.63361000)
9047;Cadastro_SNISB_20230720.9048;9048;6211.0;*75730567089;;Irrigação;RS;SÃO GABRIEL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1365/08;Sim;1365/08;;Não;Não;;Não;4;0.0;0.206;0.0;Terra;;796882.0;Sanga Grande;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.02806;-53.95167;mínima;Sim;Sim;Sim;4.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;21404.0;4318309;São Gabriel;Fronteira Oeste;6;POINT (-53.95167000 -30.02806000)
9053;Cadastro_SNISB_20230720.9054;9054;5796.0;*119000000000;;Irrigação;RS;ITAQUI;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0130/2007;Sim;0130/2007;;Não;Não;;Não;;0.0;1.245;0.0;Terra;;826184.0;Arroio Jacuzinho;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.22944;-55.82222;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;21411.0;4310603;Itaqui;Fronteira Oeste;6;POINT (-55.82222000 -29.22944000)
9054;Cadastro_SNISB_20230720.9055;9055;5802.0;*119000000000;;Irrigação;RS;ITAQUI;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0130/2007;Sim;0130/2007;;Não;Não;;Não;;0.0;0.594;0.0;Terra;;826184.0;Arroio Jacuzinho;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.22;-55.80639;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21412.0;4310603;Itaqui;Fronteira Oeste;6;POINT (-55.80639000 -29.22000000)
9055;Cadastro_SNISB_20230720.9056;9056;5803.0;*51280567094;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0266/11;Sim;0266/11;;Não;Não;;Não;;0.0;7.524;0.0;Terra;;82714622.0;Restinga do Ipê;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.81861;-55.80167;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Média;Não;Não;Sim;Não;Não;Não;1;21413.0;4318002;São Borja;Fronteira Oeste;6;POINT (-55.80167000 -28.81861000)
9056;Cadastro_SNISB_20230720.9057;9057;5819.0;*134000000000;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0248/11;Sim;0248/11;;Não;Não;;Não;5,3;0.0;1.228;0.0;Terra;;82718162.0;SEM NOME;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.65167;-55.75361;mínima;Sim;Sim;Sim;5.3;"h &lt; 7,5 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;21414.0;4318002;São Borja;Fronteira Oeste;6;POINT (-55.75361000 -28.65167000)
9059;Cadastro_SNISB_20230720.9060;9060;6235.0;*53770567135;;Irrigação;RS;SÃO SEPÉ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0915/2014;Sim;0915/2014;;Não;Não;;Não;6;0.0;0.933;0.0;Terra;;796878.0;Sanga Grande;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.11306;-53.78;mínima;Sim;Sim;Sim;6.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;21417.0;4319604;São Sepé;Jacuí Centro;8;POINT (-53.78000000 -30.11306000)
9064;Cadastro_SNISB_20230720.9065;9065;5375.0;*14620500069;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Condomínio Agropecuário Ceolin;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0662/07;Sim;0662/07;;Não;Não;;Não;7,6;0.0;2.264;0.0;Terra;;82512.0;Arroio Guaraputan;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.94417;-57.13667;média;Sim;Sim;Sim;7.6;"7,5 m &lt; h &lt; 15 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;21422.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-57.13667000 -29.94417000)
9066;Cadastro_SNISB_20230720.9067;9067;5833.0;*49180567112;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;236/2013;Sim;236/2013;;Não;Não;;Não;5;0.0;0.329;0.0;Terra;;8271818.0;Sanga Funda;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.73167;-55.72306;mínima;Sim;Sim;Sim;5.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;21424.0;4318002;São Borja;Fronteira Oeste;6;POINT (-55.72306000 -28.73167000)
9067;Cadastro_SNISB_20230720.9068;9068;5835.0;*4400567108;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0845/2011;Sim;0845/2011;;Não;Não;;Não;;0.0;0.225;0.0;Terra;;826336.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.66944;-55.71361;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21425.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-55.71361000 -29.66944000)
9068;Cadastro_SNISB_20230720.9069;9069;5839.0;*7800500072;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;663/2007;Sim;663/2007;;Não;Não;;Não;;0.0;0.948;0.0;Sem Informação;;827146.0;Arroio Butuí-Mirim;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.90711;-55.69019;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21426.0;4318002;São Borja;Fronteira Oeste;6;POINT (-55.69019000 -28.90711000)
9069;Cadastro_SNISB_20230720.9070;9070;5848.0;*8590567131;;Irrigação;RS;SANTO ANTÔNIO DAS MISSÕES;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1406/2014;Sim;1406/2014;;Não;Não;;Não;6,8;0.0;0.154;0.0;Terra;;82718.0;Rio Icamaquã;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.61083;-55.65806;mínima;Sim;Sim;Sim;6.8;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;21427.0;4317707;Santo Antônio das Missões;Missões;7;POINT (-55.65806000 -28.61083000)
9070;Cadastro_SNISB_20230720.9071;9071;6254.0;*41240567096;;Irrigação;RS;PEDRAS ALTAS;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1685/09;Sim;1685/09;;Não;Não;;Não;;0.0;0.57;0.0;Terra;;7984932.0;Sanga da Divisa;Região Hidrográfica ATLÂNTICO SUL;Mirim São Gonçalo;;;;;;-31.77417;-53.72445;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21429.0;4314175;Pedras Altas;Sul;5;POINT (-53.72445000 -31.77417000)
9074;Cadastro_SNISB_20230720.9075;9075;5866.0;*149000000000;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0072/12;Sim;0072/12;;Não;Não;;Não;;0.0;0.31;0.0;Terra;;82718432.0;SEM NOME;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.8275;-55.53056;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21433.0;4318002;São Borja;Fronteira Oeste;6;POINT (-55.53056000 -28.82750000)
9075;Cadastro_SNISB_20230720.9076;9076;5878.0;*12180567121;;Irrigação;RS;ITACURUBI;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1456/13;Sim;1456/13;;Não;Não;;Não;;0.0;1.367;0.0;Terra;;827184.0;Arroio Iguariaçá;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.81222;-55.38056;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;21434.0;4310553;Itacurubi;Fronteira Oeste;6;POINT (-55.38056000 -28.81222000)
9079;Cadastro_SNISB_20230720.9080;9080;5446.0;*78500567103;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0941/2011;Sim;0941/2011;;Não;Não;;Não;;0.0;0.672;0.0;Terra;;82592.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.50444;-56.69083;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21438.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-56.69083000 -29.50444000)
9081;Cadastro_SNISB_20230720.9082;9082;6353.0;*51860567120;;Irrigação;RS;SÃO SEPÉ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0055/13;Sim;0055/13;;Não;Não;;Não;5,3;0.0;0.414;0.0;Terra;;7968412.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.0875;-53.37222;mínima;Sim;Sim;Sim;5.3;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;21440.0;4319604;São Sepé;Jacuí Centro;8;POINT (-53.37222000 -30.08750000)
9083;Cadastro_SNISB_20230720.9084;9084;6382.0;*63470500075;;Irrigação;RS;CAÇAPAVA DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1244/07;Sim;1244/07;;Não;Não;;Não;4;0.0;0.048;0.0;Terra;;7967818.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Baixo Jacuí;;;;;;-30.35972;-53.22306;mínima;Sim;Sim;Sim;4.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;21445.0;4302808;Caçapava do Sul;Campanha;6;POINT (-53.22306000 -30.35972000)
9085;Cadastro_SNISB_20230720.9086;9086;5000.0;PCH Palanquinho - Barragem Palanquinho;;Hidroelétrica;RS;SÃO FRANCISCO DE PAULA;Baixo;Alto;Serrana Energética S.A;Empresas em Geral - Privado;Agência Nacional de Energia Elétrica - ANEEL;2017;Sim;700;;Não;Não;;Não;50;50.0;9.46;173.5;Concreto compactado a rolo (CCR);;796694.0;Lajeado Grande;Região Hidrográfica ATLÂNTICO SUL;Taquari-Antas;;;;;Operação;-28.895;-50.8122;boa;Sim;Sim;Sim;50.0;"30 m &lt; h &lt; 60 m";Sim;Média;Sim;Sim;Sim;Não;Não;Não;1;21453.0;4318200;São Francisco de Paula;Hortênsias;3;POINT (-50.81220000 -28.89500000)
9088;Cadastro_SNISB_20230720.9089;9089;6441.0;*76630500061;;Irrigação;RS;ARROIO GRANDE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1370/06;Sim;1370/06;;Não;Não;;Não;;0.0;18.0;0.0;Terra;;798216.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Mirim São Gonçalo;;;;;;-31.96861;-52.71167;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Média;Não;Não;Sim;Não;Não;Não;1;21476.0;4301305;Arroio Grande;Sul;5;POINT (-52.71167000 -31.96861000)
9090;Cadastro_SNISB_20230720.9091;9091;6451.0;# Estância Boa Vista da Quinta Ltda;;Irrigação;RS;RIO PARDO;Não Classificado;Alto;Estância Boa Vista da Quinta Ltda;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0364/15;;Não;Não;;Não;;0.0;0.087;121.55;Sem Informação;;796754.0;Arroio Dom Marcos;Região Hidrográfica ATLÂNTICO SUL;Baixo Jacuí;;;;;;-30.215;-52.62222;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21483.0;4315701;Rio Pardo;Vale do Rio Pardo;2;POINT (-52.62222000 -30.21500000)
9092;Cadastro_SNISB_20230720.9093;9093;6457.0;*30020567130;;Irrigação;RS;ERNESTINA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1321/2014;Sim;1321/2014;;Não;Não;;Não;8;0.0;0.035;0.0;Terra;;7969994.0;Arroio Grande;Região Hidrográfica ATLÂNTICO SUL;Alto Jacuí;;;;;;-28.44278;-52.56056;mínima;Sim;Sim;Sim;8.0;"7,5 m &lt; h &lt; 15 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;21486.0;4307054;Ernestina;Produção;9;POINT (-52.56056000 -28.44278000)
9093;Cadastro_SNISB_20230720.9094;9094;6460.0;*38370567100;;Irrigação;RS;CAPÃO DO LEÃO;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;715/15;Sim;715/15;;Não;Não;;Não;;0.0;6.326;0.0;Terra;;798162.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Mirim São Gonçalo;;;;;;-31.82642;-52.50922;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Média;Não;Não;Sim;Não;Não;Não;1;21487.0;4304663;Capão do Leão;Sul;5;POINT (-52.50922000 -31.82642000)
9095;Cadastro_SNISB_20230720.9096;9096;6467.0;*85410500053;;Irrigação;RS;PELOTAS;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0823/2007;Sim;0823/2007;;Não;Não;;Não;;0.0;0.151;0.0;Terra;;79814.0;Arroio Moreira;Região Hidrográfica ATLÂNTICO SUL;Mirim São Gonçalo;;;;;;-31.73599;-52.40625;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21489.0;4314407;Pelotas;Sul;5;POINT (-52.40625000 -31.73599000)
9096;Cadastro_SNISB_20230720.9097;9097;5111.0;UHE Passo São João - Vertedouro;;Hidroelétrica;RS;ROQUE GONZALES;Baixo;Alto;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL;Empresas em Geral - Privado;Agência Nacional de Energia Elétrica - ANEEL;1052;Sim;004/2006;Sim;Sim;Não;;Não;29;27.5;102.4;141.0;Concreto convencional;;8274.0;Rio Ijuí;Região Hidrográfica do URUGUAI;Ijuí;;;;;Operação;-28.1417;-55.0528;boa;Sim;Sim;Sim;29.0;"15 m &lt; h &lt; 30 m";Sim;Grande;Sim;Sim;Sim;Não;Não;Não;1;21492.0;4316303;Roque Gonzales;Missões;7;POINT (-55.05280000 -28.14170000)
9097;Cadastro_SNISB_20230720.9098;9098;6508.0;*75370500069;;Irrigação;RS;CAMAQUÃ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0945/07;Sim;0945/07;;Não;Não;;Não;;0.0;0.042;0.0;Terra;;7975822.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Camaquã;;;;;;-30.89417;-51.89111;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21495.0;4303509;Camaquã;Centro Sul;1;POINT (-51.89111000 -30.89417000)
9099;Cadastro_SNISB_20230720.9100;9100;6542.0;# Agropecuária Capoeira LTDA;;Irrigação;RS;BARRA DO RIBEIRO;Não Classificado;Alto;Agropecuária Capoeira LTDA;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;1562/06;;Não;Não;;Não;;0.0;0.167;190.0;Sem Informação;;79732.0;Arroio Araçá;Região Hidrográfica ATLÂNTICO SUL;Lago Guaíba;;;;;;-30.4544;-51.44;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21506.0;4301909;Barra do Ribeiro;Centro Sul;1;POINT (-51.44000000 -30.45440000)
9100;Cadastro_SNISB_20230720.9101;9101;6545.0;# Pedreira Triunfense LTDA;;Irrigação;RS;MONTENEGRO;Não Classificado;Alto;Pedreira Triunfense LTDA;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0633/06;;Não;Não;;Não;;0.0;0.006;0.0;Sem Informação;;7964.0;Rio Caí;Região Hidrográfica ATLÂNTICO SUL;Caí;;;;;;-29.77472;-51.43111;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21507.0;4312401;Montenegro;Vale do Caí;1;POINT (-51.43111000 -29.77472000)
9103;Cadastro_SNISB_20230720.9104;9104;4161.0;UHE Monte Claro - Monte Claro;;Hidroelétrica;RS;VERANÓPOLIS;Baixo;Alto;COMPANHIA ENERGÉTICA RIO DAS ANTAS;Empresas em Geral - Privado;Agência Nacional de Energia Elétrica - ANEEL;2280;Sim;008/2001;Sim;Sim;Não;;Não;27;27.0;23.12;232.0;Concreto compactado a rolo (CCR);;7966.0;Rio Taquari;Região Hidrográfica ATLÂNTICO SUL;Taquari-Antas;;;;;Operação;-29.0167;-51.5;boa;Sim;Sim;Sim;27.0;"15 m &lt; h &lt; 30 m";Sim;Média;Sim;Sim;Sim;Não;Não;Não;1;21517.0;4322806;Veranópolis;Serra;3;POINT (-51.50000000 -29.01670000)
9107;Cadastro_SNISB_20230720.9108;9108;4222.0;UHE Canastra - Canastra;;Hidroelétrica;RS;CANELA;Baixo;Alto;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;Empresas em Geral - Privado;Agência Nacional de Energia Elétrica - ANEEL;535;Sim;25;Sim;Sim;Não;;Não;26;26.0;0.242;179.0;Concreto convencional;;79622.0;Rio Paranhana;Região Hidrográfica ATLÂNTICO SUL;Sinos;;;;;Operação;-29.3411;-50.7008;boa;Sim;Sim;Sim;26.0;"15 m &lt; h &lt; 30 m";Sim;Pequena até 1 hm³;Sim;Sim;Sim;Não;Não;Não;1;21537.0;4304408;Canela;Hortênsias;3;POINT (-50.70080000 -29.34110000)
9108;Cadastro_SNISB_20230720.9109;9109;6266.0;*93780567102;;Irrigação;RS;SÃO SEPÉ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0731/11;Sim;0731/11;;Não;Não;;Não;6;0.0;2.163;0.0;Terra;;7968752.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-29.97778;-53.69833;mínima;Sim;Sim;Sim;6.0;"h &lt; 7,5 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;21544.0;4319604;São Sepé;Jacuí Centro;8;POINT (-53.69833000 -29.97778000)
9114;Cadastro_SNISB_20230720.9115;9115;6278.0;*189000000000;;Irrigação;RS;SANTA MARIA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1618/08;Sim;1618/08;;Não;Não;;Não;3;0.0;0.308;0.0;Terra;;7968592.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-29.84028;-53.61778;mínima;Sim;Sim;Sim;3.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;21558.0;4316907;Santa Maria;Central;8;POINT (-53.61778000 -29.84028000)
9115;Cadastro_SNISB_20230720.9116;9116;6283.0;*29850567090;;Irrigação;RS;CORONEL BICACO;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1343/2009;Sim;1343/2009;;Não;Não;;Não;;0.0;0.2;0.0;Terra;;82756.0;Rio Guarita;Região Hidrográfica do URUGUAI;Várzea;;;;;;-27.73333;-53.59778;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21559.0;4305900;Coronel Bicaco;Celeiro;7;POINT (-53.59778000 -27.73333000)
9117;Cadastro_SNISB_20230720.9118;9118;6304.0;*49600567098;;Irrigação;RS;SANTA MARIA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1133/09;Sim;1133/09;;Não;Não;;Não;;0.0;0.037;0.0;Terra;;79692.0;Rio Vacacaí-mirim;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-29.7675;-53.54278;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21573.0;4316907;Santa Maria;Central;8;POINT (-53.54278000 -29.76750000)
9131;Cadastro_SNISB_20230720.9132;9132;6554.0;# Luis Ribeiro Feijó;;Irrigação;RS;BARRA DO RIBEIRO;Não Classificado;Alto;Luis Ribeiro Feijó;Pessoa Física;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0249/07;;Não;Não;;Não;;0.0;0.226;1005.0;Sem Informação;;79722.0;Arroio das Capivaras;Região Hidrográfica ATLÂNTICO SUL;Lago Guaíba;;;;;;-30.29556;-51.39278;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21715.0;4301909;Barra do Ribeiro;Centro Sul;1;POINT (-51.39278000 -30.29556000)
9133;Cadastro_SNISB_20230720.9134;9134;6574.0;# Celso Luiz Bernardon;;Irrigação;RS;BARRA DO RIBEIRO;Não Classificado;Alto;Celso Luiz Bernardon;Pessoa Física;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;1095/14;;Não;Não;;Não;;0.0;3.893;0.0;Sem Informação;;79732.0;Arroio Araçá;Região Hidrográfica ATLÂNTICO SUL;Lago Guaíba;;;;;;-30.47167;-51.34778;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 3 e 5 hm³;Não;Não;Sim;Não;Não;Não;1;21717.0;4301909;Barra do Ribeiro;Centro Sul;1;POINT (-51.34778000 -30.47167000)
9135;Cadastro_SNISB_20230720.9136;9136;6577.0;# José Taylor Castro Fagundes;;Irrigação;RS;BARRA DO RIBEIRO;Não Classificado;Alto;José Taylor Castro Fagundes;Pessoa Física;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0836/12;;Não;Não;;Não;;0.0;0.205;144.68;Sem Informação;;79732.0;Arroio Araçá;Região Hidrográfica ATLÂNTICO SUL;Lago Guaíba;;;;;;-30.44556;-51.31778;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21719.0;4301909;Barra do Ribeiro;Centro Sul;1;POINT (-51.31778000 -30.44556000)
9136;Cadastro_SNISB_20230720.9137;9137;6581.0;# José Taylor Castro Fagundes;;Irrigação;RS;BARRA DO RIBEIRO;Não Classificado;Alto;José Taylor Castro Fagundes;Pessoa Física;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0843/12;;Não;Não;;Não;;0.0;0.207;78.6;Sem Informação;;79732.0;Arroio Araçá;Região Hidrográfica ATLÂNTICO SUL;Lago Guaíba;;;;;;-30.45417;-51.30806;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21720.0;4301909;Barra do Ribeiro;Centro Sul;1;POINT (-51.30806000 -30.45417000)
9137;Cadastro_SNISB_20230720.9138;9138;6583.0;# José Taylor Castro Fagundes;;Irrigação;RS;BARRA DO RIBEIRO;Não Classificado;Alto;José Taylor Castro Fagundes;Pessoa Física;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0842/12;;Não;Não;;Não;;0.0;0.059;38.11;Sem Informação;;79732.0;Arroio Araçá;Região Hidrográfica ATLÂNTICO SUL;Lago Guaíba;;;;;;-30.45833;-51.29972;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21734.0;4301909;Barra do Ribeiro;Centro Sul;1;POINT (-51.29972000 -30.45833000)
